:START_ID(Order),:END_ID(Shipper),:TYPE
208,2,SHIPPED_VIA
209,2,SHIPPED_VIA
210,1,SHIPPED_VIA
211,1,SHIPPED_VIA
212,3,SHIPPED_VIA
213,6,SHIPPED_VIA
214,3,SHIPPED_VIA
215,3,SHIPPED_VIA
216,8,SHIPPED_VIA
217,10,SHIPPED_VIA
218,5,SHIPPED_VIA
219,7,SHIPPED_VIA
220,1,SHIPPED_VIA
221,6,SHIPPED_VIA
222,8,SHIPPED_VIA
223,7,SHIPPED_VIA
224,3,SHIPPED_VIA
225,10,SHIPPED_VIA
226,8,SHIPPED_VIA
227,2,SHIPPED_VIA
228,9,SHIPPED_VIA
229,8,SHIPPED_VIA
230,2,SHIPPED_VIA
231,7,SHIPPED_VIA
232,5,SHIPPED_VIA
233,3,SHIPPED_VIA
234,7,SHIPPED_VIA
235,4,SHIPPED_VIA
236,1,SHIPPED_VIA
237,9,SHIPPED_VIA
238,3,SHIPPED_VIA
239,8,SHIPPED_VIA
240,1,SHIPPED_VIA
241,1,SHIPPED_VIA
242,8,SHIPPED_VIA
243,6,SHIPPED_VIA
244,3,SHIPPED_VIA
245,8,SHIPPED_VIA
246,5,SHIPPED_VIA
247,9,SHIPPED_VIA
248,5,SHIPPED_VIA
249,8,SHIPPED_VIA
250,10,SHIPPED_VIA
251,10,SHIPPED_VIA
252,9,SHIPPED_VIA
253,1,SHIPPED_VIA
254,3,SHIPPED_VIA
255,2,SHIPPED_VIA
256,9,SHIPPED_VIA
257,5,SHIPPED_VIA
258,1,SHIPPED_VIA
259,2,SHIPPED_VIA
260,3,SHIPPED_VIA
261,3,SHIPPED_VIA
262,2,SHIPPED_VIA
263,2,SHIPPED_VIA
264,3,SHIPPED_VIA
265,7,SHIPPED_VIA
266,5,SHIPPED_VIA
267,5,SHIPPED_VIA
268,9,SHIPPED_VIA
269,8,SHIPPED_VIA
270,9,SHIPPED_VIA
271,3,SHIPPED_VIA
272,7,SHIPPED_VIA
273,2,SHIPPED_VIA
274,1,SHIPPED_VIA
275,8,SHIPPED_VIA
276,4,SHIPPED_VIA
277,5,SHIPPED_VIA
278,8,SHIPPED_VIA
279,2,SHIPPED_VIA
280,2,SHIPPED_VIA
281,5,SHIPPED_VIA
282,8,SHIPPED_VIA
283,4,SHIPPED_VIA
284,10,SHIPPED_VIA
285,1,SHIPPED_VIA
286,10,SHIPPED_VIA
287,2,SHIPPED_VIA
288,8,SHIPPED_VIA
289,10,SHIPPED_VIA
290,3,SHIPPED_VIA
291,10,SHIPPED_VIA
292,2,SHIPPED_VIA
293,6,SHIPPED_VIA
294,8,SHIPPED_VIA
295,10,SHIPPED_VIA
296,4,SHIPPED_VIA
297,6,SHIPPED_VIA
298,8,SHIPPED_VIA
299,3,SHIPPED_VIA
300,4,SHIPPED_VIA
301,3,SHIPPED_VIA
302,3,SHIPPED_VIA
303,5,SHIPPED_VIA
304,9,SHIPPED_VIA
305,10,SHIPPED_VIA
306,1,SHIPPED_VIA
307,10,SHIPPED_VIA
308,3,SHIPPED_VIA
309,5,SHIPPED_VIA
310,7,SHIPPED_VIA
311,9,SHIPPED_VIA
312,8,SHIPPED_VIA
313,7,SHIPPED_VIA
314,6,SHIPPED_VIA
315,8,SHIPPED_VIA
316,3,SHIPPED_VIA
317,5,SHIPPED_VIA
318,5,SHIPPED_VIA
319,8,SHIPPED_VIA
320,1,SHIPPED_VIA
321,2,SHIPPED_VIA
322,7,SHIPPED_VIA
323,3,SHIPPED_VIA
324,6,SHIPPED_VIA
325,7,SHIPPED_VIA
326,4,SHIPPED_VIA
327,10,SHIPPED_VIA
328,8,SHIPPED_VIA
329,7,SHIPPED_VIA
330,2,SHIPPED_VIA
331,3,SHIPPED_VIA
332,1,SHIPPED_VIA
333,6,SHIPPED_VIA
334,5,SHIPPED_VIA
335,9,SHIPPED_VIA
336,5,SHIPPED_VIA
337,4,SHIPPED_VIA
338,10,SHIPPED_VIA
339,1,SHIPPED_VIA
340,3,SHIPPED_VIA
341,9,SHIPPED_VIA
342,1,SHIPPED_VIA
343,10,SHIPPED_VIA
344,2,SHIPPED_VIA
345,7,SHIPPED_VIA
346,8,SHIPPED_VIA
347,3,SHIPPED_VIA
348,4,SHIPPED_VIA
349,8,SHIPPED_VIA
350,8,SHIPPED_VIA
351,6,SHIPPED_VIA
352,7,SHIPPED_VIA
353,3,SHIPPED_VIA
354,2,SHIPPED_VIA
355,9,SHIPPED_VIA
356,6,SHIPPED_VIA
357,8,SHIPPED_VIA
358,5,SHIPPED_VIA
359,6,SHIPPED_VIA
360,8,SHIPPED_VIA
361,2,SHIPPED_VIA
362,1,SHIPPED_VIA
363,1,SHIPPED_VIA
364,6,SHIPPED_VIA
365,7,SHIPPED_VIA
366,8,SHIPPED_VIA
367,10,SHIPPED_VIA
368,5,SHIPPED_VIA
369,9,SHIPPED_VIA
370,9,SHIPPED_VIA
371,2,SHIPPED_VIA
372,1,SHIPPED_VIA
373,7,SHIPPED_VIA
374,4,SHIPPED_VIA
375,1,SHIPPED_VIA
376,4,SHIPPED_VIA
377,2,SHIPPED_VIA
378,2,SHIPPED_VIA
379,6,SHIPPED_VIA
380,3,SHIPPED_VIA
381,4,SHIPPED_VIA
382,9,SHIPPED_VIA
383,6,SHIPPED_VIA
384,6,SHIPPED_VIA
385,8,SHIPPED_VIA
386,9,SHIPPED_VIA
387,4,SHIPPED_VIA
388,2,SHIPPED_VIA
389,2,SHIPPED_VIA
390,2,SHIPPED_VIA
391,4,SHIPPED_VIA
392,4,SHIPPED_VIA
393,8,SHIPPED_VIA
394,8,SHIPPED_VIA
395,3,SHIPPED_VIA
396,8,SHIPPED_VIA
397,7,SHIPPED_VIA
398,5,SHIPPED_VIA
399,2,SHIPPED_VIA
400,5,SHIPPED_VIA
401,6,SHIPPED_VIA
402,9,SHIPPED_VIA
403,4,SHIPPED_VIA
404,5,SHIPPED_VIA
405,7,SHIPPED_VIA
406,10,SHIPPED_VIA
407,4,SHIPPED_VIA
408,1,SHIPPED_VIA
409,8,SHIPPED_VIA
410,4,SHIPPED_VIA
411,6,SHIPPED_VIA
412,4,SHIPPED_VIA
413,6,SHIPPED_VIA
414,5,SHIPPED_VIA
415,8,SHIPPED_VIA
416,6,SHIPPED_VIA
417,3,SHIPPED_VIA
418,2,SHIPPED_VIA
419,10,SHIPPED_VIA
420,2,SHIPPED_VIA
421,4,SHIPPED_VIA
422,8,SHIPPED_VIA
423,7,SHIPPED_VIA
424,1,SHIPPED_VIA
425,9,SHIPPED_VIA
426,9,SHIPPED_VIA
427,3,SHIPPED_VIA
428,6,SHIPPED_VIA
429,10,SHIPPED_VIA
430,8,SHIPPED_VIA
431,1,SHIPPED_VIA
432,2,SHIPPED_VIA
433,10,SHIPPED_VIA
434,7,SHIPPED_VIA
435,4,SHIPPED_VIA
436,7,SHIPPED_VIA
437,9,SHIPPED_VIA
438,4,SHIPPED_VIA
439,10,SHIPPED_VIA
440,10,SHIPPED_VIA
441,6,SHIPPED_VIA
442,10,SHIPPED_VIA
443,9,SHIPPED_VIA
444,6,SHIPPED_VIA
445,9,SHIPPED_VIA
446,4,SHIPPED_VIA
447,9,SHIPPED_VIA
448,10,SHIPPED_VIA
449,6,SHIPPED_VIA
450,2,SHIPPED_VIA
451,9,SHIPPED_VIA
452,6,SHIPPED_VIA
453,5,SHIPPED_VIA
454,4,SHIPPED_VIA
455,9,SHIPPED_VIA
456,7,SHIPPED_VIA
457,1,SHIPPED_VIA
458,5,SHIPPED_VIA
459,3,SHIPPED_VIA
460,8,SHIPPED_VIA
461,6,SHIPPED_VIA
462,5,SHIPPED_VIA
463,7,SHIPPED_VIA
464,6,SHIPPED_VIA
465,8,SHIPPED_VIA
466,3,SHIPPED_VIA
467,9,SHIPPED_VIA
468,10,SHIPPED_VIA
469,5,SHIPPED_VIA
470,4,SHIPPED_VIA
471,6,SHIPPED_VIA
472,7,SHIPPED_VIA
473,6,SHIPPED_VIA
474,10,SHIPPED_VIA
475,4,SHIPPED_VIA
476,1,SHIPPED_VIA
477,6,SHIPPED_VIA
478,8,SHIPPED_VIA
479,5,SHIPPED_VIA
480,9,SHIPPED_VIA
481,1,SHIPPED_VIA
482,8,SHIPPED_VIA
483,5,SHIPPED_VIA
484,5,SHIPPED_VIA
485,8,SHIPPED_VIA
486,5,SHIPPED_VIA
487,7,SHIPPED_VIA
488,4,SHIPPED_VIA
489,4,SHIPPED_VIA
490,3,SHIPPED_VIA
491,10,SHIPPED_VIA
492,5,SHIPPED_VIA
493,6,SHIPPED_VIA
494,7,SHIPPED_VIA
495,6,SHIPPED_VIA
496,5,SHIPPED_VIA
497,4,SHIPPED_VIA
498,2,SHIPPED_VIA
499,4,SHIPPED_VIA
500,6,SHIPPED_VIA
501,4,SHIPPED_VIA
502,4,SHIPPED_VIA
503,3,SHIPPED_VIA
504,9,SHIPPED_VIA
505,3,SHIPPED_VIA
506,8,SHIPPED_VIA
507,3,SHIPPED_VIA
508,6,SHIPPED_VIA
509,2,SHIPPED_VIA
510,2,SHIPPED_VIA
511,8,SHIPPED_VIA
512,2,SHIPPED_VIA
513,1,SHIPPED_VIA
514,8,SHIPPED_VIA
515,5,SHIPPED_VIA
516,8,SHIPPED_VIA
517,6,SHIPPED_VIA
518,7,SHIPPED_VIA
519,8,SHIPPED_VIA
520,1,SHIPPED_VIA
521,5,SHIPPED_VIA
522,5,SHIPPED_VIA
523,10,SHIPPED_VIA
524,4,SHIPPED_VIA
525,4,SHIPPED_VIA
526,9,SHIPPED_VIA
527,6,SHIPPED_VIA
528,7,SHIPPED_VIA
529,10,SHIPPED_VIA
530,1,SHIPPED_VIA
531,2,SHIPPED_VIA
532,3,SHIPPED_VIA
533,8,SHIPPED_VIA
534,7,SHIPPED_VIA
535,9,SHIPPED_VIA
536,7,SHIPPED_VIA
537,6,SHIPPED_VIA
538,9,SHIPPED_VIA
539,3,SHIPPED_VIA
540,2,SHIPPED_VIA
541,4,SHIPPED_VIA
542,8,SHIPPED_VIA
543,6,SHIPPED_VIA
544,2,SHIPPED_VIA
545,4,SHIPPED_VIA
546,5,SHIPPED_VIA
547,3,SHIPPED_VIA
548,9,SHIPPED_VIA
549,5,SHIPPED_VIA
550,3,SHIPPED_VIA
551,10,SHIPPED_VIA
552,5,SHIPPED_VIA
553,5,SHIPPED_VIA
554,7,SHIPPED_VIA
555,3,SHIPPED_VIA
556,6,SHIPPED_VIA
557,2,SHIPPED_VIA
558,8,SHIPPED_VIA
559,8,SHIPPED_VIA
560,4,SHIPPED_VIA
561,3,SHIPPED_VIA
562,5,SHIPPED_VIA
563,6,SHIPPED_VIA
564,10,SHIPPED_VIA
565,7,SHIPPED_VIA
566,4,SHIPPED_VIA
567,3,SHIPPED_VIA
568,10,SHIPPED_VIA
569,5,SHIPPED_VIA
570,8,SHIPPED_VIA
571,6,SHIPPED_VIA
572,2,SHIPPED_VIA
573,7,SHIPPED_VIA
574,4,SHIPPED_VIA
575,8,SHIPPED_VIA
576,3,SHIPPED_VIA
577,10,SHIPPED_VIA
578,8,SHIPPED_VIA
579,4,SHIPPED_VIA
580,1,SHIPPED_VIA
581,1,SHIPPED_VIA
582,9,SHIPPED_VIA
583,5,SHIPPED_VIA
584,1,SHIPPED_VIA
585,8,SHIPPED_VIA
586,6,SHIPPED_VIA
587,2,SHIPPED_VIA
588,5,SHIPPED_VIA
589,1,SHIPPED_VIA
590,3,SHIPPED_VIA
591,10,SHIPPED_VIA
592,6,SHIPPED_VIA
593,6,SHIPPED_VIA
594,1,SHIPPED_VIA
595,10,SHIPPED_VIA
596,6,SHIPPED_VIA
597,9,SHIPPED_VIA
598,4,SHIPPED_VIA
599,4,SHIPPED_VIA
600,7,SHIPPED_VIA
601,8,SHIPPED_VIA
602,6,SHIPPED_VIA
603,4,SHIPPED_VIA
604,9,SHIPPED_VIA
605,7,SHIPPED_VIA
606,3,SHIPPED_VIA
607,3,SHIPPED_VIA
608,7,SHIPPED_VIA
609,1,SHIPPED_VIA
610,10,SHIPPED_VIA
611,9,SHIPPED_VIA
612,2,SHIPPED_VIA
613,1,SHIPPED_VIA
614,10,SHIPPED_VIA
615,2,SHIPPED_VIA
616,4,SHIPPED_VIA
617,6,SHIPPED_VIA
618,10,SHIPPED_VIA
619,7,SHIPPED_VIA
620,2,SHIPPED_VIA
621,5,SHIPPED_VIA
622,3,SHIPPED_VIA
623,10,SHIPPED_VIA
624,4,SHIPPED_VIA
625,6,SHIPPED_VIA
626,7,SHIPPED_VIA
627,6,SHIPPED_VIA
628,1,SHIPPED_VIA
629,8,SHIPPED_VIA
630,3,SHIPPED_VIA
631,6,SHIPPED_VIA
632,5,SHIPPED_VIA
633,4,SHIPPED_VIA
634,10,SHIPPED_VIA
635,2,SHIPPED_VIA
636,3,SHIPPED_VIA
637,5,SHIPPED_VIA
638,3,SHIPPED_VIA
639,7,SHIPPED_VIA
640,1,SHIPPED_VIA
641,5,SHIPPED_VIA
642,6,SHIPPED_VIA
643,2,SHIPPED_VIA
644,2,SHIPPED_VIA
645,3,SHIPPED_VIA
646,10,SHIPPED_VIA
647,6,SHIPPED_VIA
648,6,SHIPPED_VIA
649,1,SHIPPED_VIA
650,1,SHIPPED_VIA
651,1,SHIPPED_VIA
652,8,SHIPPED_VIA
653,1,SHIPPED_VIA
654,3,SHIPPED_VIA
655,6,SHIPPED_VIA
656,1,SHIPPED_VIA
657,1,SHIPPED_VIA
658,3,SHIPPED_VIA
659,7,SHIPPED_VIA
660,8,SHIPPED_VIA
661,3,SHIPPED_VIA
662,8,SHIPPED_VIA
663,5,SHIPPED_VIA
664,5,SHIPPED_VIA
665,7,SHIPPED_VIA
666,7,SHIPPED_VIA
667,5,SHIPPED_VIA
668,1,SHIPPED_VIA
669,5,SHIPPED_VIA
670,2,SHIPPED_VIA
671,8,SHIPPED_VIA
672,4,SHIPPED_VIA
673,5,SHIPPED_VIA
674,8,SHIPPED_VIA
675,6,SHIPPED_VIA
676,8,SHIPPED_VIA
677,5,SHIPPED_VIA
678,7,SHIPPED_VIA
679,7,SHIPPED_VIA
680,8,SHIPPED_VIA
681,10,SHIPPED_VIA
682,5,SHIPPED_VIA
683,10,SHIPPED_VIA
684,2,SHIPPED_VIA
685,1,SHIPPED_VIA
686,3,SHIPPED_VIA
687,8,SHIPPED_VIA
688,2,SHIPPED_VIA
689,4,SHIPPED_VIA
690,7,SHIPPED_VIA
691,6,SHIPPED_VIA
692,4,SHIPPED_VIA
693,8,SHIPPED_VIA
694,3,SHIPPED_VIA
695,8,SHIPPED_VIA
696,3,SHIPPED_VIA
697,2,SHIPPED_VIA
698,2,SHIPPED_VIA
699,1,SHIPPED_VIA
700,10,SHIPPED_VIA
701,10,SHIPPED_VIA
702,4,SHIPPED_VIA
703,9,SHIPPED_VIA
704,4,SHIPPED_VIA
705,6,SHIPPED_VIA
706,4,SHIPPED_VIA
707,3,SHIPPED_VIA
708,4,SHIPPED_VIA
709,6,SHIPPED_VIA
710,8,SHIPPED_VIA
711,10,SHIPPED_VIA
712,2,SHIPPED_VIA
713,4,SHIPPED_VIA
714,5,SHIPPED_VIA
715,10,SHIPPED_VIA
716,10,SHIPPED_VIA
717,9,SHIPPED_VIA
718,4,SHIPPED_VIA
719,4,SHIPPED_VIA
720,9,SHIPPED_VIA
721,6,SHIPPED_VIA
722,6,SHIPPED_VIA
723,2,SHIPPED_VIA
724,6,SHIPPED_VIA
725,10,SHIPPED_VIA
726,3,SHIPPED_VIA
727,7,SHIPPED_VIA
728,8,SHIPPED_VIA
729,6,SHIPPED_VIA
730,10,SHIPPED_VIA
731,10,SHIPPED_VIA
732,5,SHIPPED_VIA
733,2,SHIPPED_VIA
734,6,SHIPPED_VIA
735,3,SHIPPED_VIA
736,4,SHIPPED_VIA
737,7,SHIPPED_VIA
738,10,SHIPPED_VIA
739,3,SHIPPED_VIA
740,7,SHIPPED_VIA
741,5,SHIPPED_VIA
742,4,SHIPPED_VIA
743,8,SHIPPED_VIA
744,9,SHIPPED_VIA
745,1,SHIPPED_VIA
746,9,SHIPPED_VIA
747,1,SHIPPED_VIA
748,4,SHIPPED_VIA
749,8,SHIPPED_VIA
750,8,SHIPPED_VIA
751,5,SHIPPED_VIA
752,8,SHIPPED_VIA
753,10,SHIPPED_VIA
754,1,SHIPPED_VIA
755,1,SHIPPED_VIA
756,7,SHIPPED_VIA
757,10,SHIPPED_VIA
758,5,SHIPPED_VIA
759,7,SHIPPED_VIA
760,2,SHIPPED_VIA
761,8,SHIPPED_VIA
762,3,SHIPPED_VIA
763,5,SHIPPED_VIA
764,2,SHIPPED_VIA
765,7,SHIPPED_VIA
766,4,SHIPPED_VIA
767,7,SHIPPED_VIA
768,8,SHIPPED_VIA
769,5,SHIPPED_VIA
770,7,SHIPPED_VIA
771,8,SHIPPED_VIA
772,7,SHIPPED_VIA
773,4,SHIPPED_VIA
774,8,SHIPPED_VIA
775,6,SHIPPED_VIA
776,3,SHIPPED_VIA
777,2,SHIPPED_VIA
778,3,SHIPPED_VIA
779,8,SHIPPED_VIA
780,4,SHIPPED_VIA
781,7,SHIPPED_VIA
782,10,SHIPPED_VIA
783,4,SHIPPED_VIA
784,5,SHIPPED_VIA
785,10,SHIPPED_VIA
786,10,SHIPPED_VIA
787,7,SHIPPED_VIA
788,8,SHIPPED_VIA
789,4,SHIPPED_VIA
790,7,SHIPPED_VIA
791,9,SHIPPED_VIA
792,8,SHIPPED_VIA
793,5,SHIPPED_VIA
794,9,SHIPPED_VIA
795,9,SHIPPED_VIA
796,5,SHIPPED_VIA
797,1,SHIPPED_VIA
798,8,SHIPPED_VIA
799,4,SHIPPED_VIA
800,1,SHIPPED_VIA
801,10,SHIPPED_VIA
802,6,SHIPPED_VIA
803,10,SHIPPED_VIA
804,10,SHIPPED_VIA
805,7,SHIPPED_VIA
806,6,SHIPPED_VIA
807,3,SHIPPED_VIA
808,4,SHIPPED_VIA
809,3,SHIPPED_VIA
810,1,SHIPPED_VIA
811,1,SHIPPED_VIA
812,4,SHIPPED_VIA
813,8,SHIPPED_VIA
814,1,SHIPPED_VIA
815,1,SHIPPED_VIA
816,4,SHIPPED_VIA
817,6,SHIPPED_VIA
818,5,SHIPPED_VIA
819,10,SHIPPED_VIA
820,1,SHIPPED_VIA
821,8,SHIPPED_VIA
822,8,SHIPPED_VIA
823,2,SHIPPED_VIA
824,7,SHIPPED_VIA
825,3,SHIPPED_VIA
826,5,SHIPPED_VIA
827,7,SHIPPED_VIA
828,3,SHIPPED_VIA
829,9,SHIPPED_VIA
830,3,SHIPPED_VIA
831,6,SHIPPED_VIA
832,10,SHIPPED_VIA
833,9,SHIPPED_VIA
834,10,SHIPPED_VIA
835,5,SHIPPED_VIA
836,6,SHIPPED_VIA
837,4,SHIPPED_VIA
838,4,SHIPPED_VIA
839,10,SHIPPED_VIA
840,5,SHIPPED_VIA
841,3,SHIPPED_VIA
842,8,SHIPPED_VIA
843,7,SHIPPED_VIA
844,5,SHIPPED_VIA
845,2,SHIPPED_VIA
846,2,SHIPPED_VIA
847,4,SHIPPED_VIA
848,2,SHIPPED_VIA
849,6,SHIPPED_VIA
850,4,SHIPPED_VIA
851,8,SHIPPED_VIA
852,1,SHIPPED_VIA
853,1,SHIPPED_VIA
854,10,SHIPPED_VIA
855,2,SHIPPED_VIA
856,2,SHIPPED_VIA
857,3,SHIPPED_VIA
858,4,SHIPPED_VIA
859,9,SHIPPED_VIA
860,6,SHIPPED_VIA
861,7,SHIPPED_VIA
862,9,SHIPPED_VIA
863,1,SHIPPED_VIA
864,9,SHIPPED_VIA
865,6,SHIPPED_VIA
866,8,SHIPPED_VIA
867,5,SHIPPED_VIA
868,7,SHIPPED_VIA
869,4,SHIPPED_VIA
870,9,SHIPPED_VIA
871,7,SHIPPED_VIA
872,10,SHIPPED_VIA
873,3,SHIPPED_VIA
874,10,SHIPPED_VIA
875,8,SHIPPED_VIA
876,9,SHIPPED_VIA
877,6,SHIPPED_VIA
878,6,SHIPPED_VIA
879,2,SHIPPED_VIA
880,6,SHIPPED_VIA
881,8,SHIPPED_VIA
882,6,SHIPPED_VIA
883,8,SHIPPED_VIA
884,7,SHIPPED_VIA
885,4,SHIPPED_VIA
886,3,SHIPPED_VIA
887,10,SHIPPED_VIA
888,1,SHIPPED_VIA
889,4,SHIPPED_VIA
890,8,SHIPPED_VIA
891,5,SHIPPED_VIA
892,9,SHIPPED_VIA
893,1,SHIPPED_VIA
894,4,SHIPPED_VIA
895,9,SHIPPED_VIA
896,3,SHIPPED_VIA
897,1,SHIPPED_VIA
898,5,SHIPPED_VIA
899,2,SHIPPED_VIA
900,7,SHIPPED_VIA
901,4,SHIPPED_VIA
902,7,SHIPPED_VIA
903,4,SHIPPED_VIA
904,1,SHIPPED_VIA
905,5,SHIPPED_VIA
906,1,SHIPPED_VIA
907,10,SHIPPED_VIA
908,2,SHIPPED_VIA
909,7,SHIPPED_VIA
910,4,SHIPPED_VIA
911,7,SHIPPED_VIA
912,3,SHIPPED_VIA
913,3,SHIPPED_VIA
914,8,SHIPPED_VIA
915,6,SHIPPED_VIA
916,5,SHIPPED_VIA
917,5,SHIPPED_VIA
918,2,SHIPPED_VIA
919,9,SHIPPED_VIA
920,4,SHIPPED_VIA
921,9,SHIPPED_VIA
922,10,SHIPPED_VIA
923,5,SHIPPED_VIA
924,10,SHIPPED_VIA
925,5,SHIPPED_VIA
926,6,SHIPPED_VIA
927,3,SHIPPED_VIA
928,4,SHIPPED_VIA
929,8,SHIPPED_VIA
