OrderID,ProductID,UnitPrice,Quantity,Discount,ProductName,QuantityPerUnit
15,50,9692.63,8,0.0,苹果 智能空气净化器 Basic,3个/套
16,6,5278.04,20,0.2,海尔智慧家庭 智能空气净化器 Basic,1个/件
16,23,8840.92,17,0.0,美的 智能净水器 Plus,1台/箱
16,33,6396.19,8,0.0,飞利浦 智能加湿器 Ultra,5个/套
16,67,1516.17,19,0.1,松下 智能电饭煲 Pro,3个/套
16,77,6698.93,12,0.1,美的 智能洗衣机 Advanced,3个/套
17,7,1078.04,5,0.05,博世 智能扫地机器人 Max,1台/箱
17,19,7278.88,6,0.15,海尔智慧家庭 智能开关 Plus,1台/件
17,93,5803.92,11,0.2,索尼 智能加湿器 Pro,5个/套
18,6,5725.47,10,0.05,海尔智慧家庭 智能空气净化器 Basic,1个/件
18,23,8220.84,15,0.05,美的 智能净水器 Plus,1台/箱
18,73,257.63,5,0.1,飞利浦 智能扫地机器人 Ultra,2个/包
18,75,9217.09,13,0.0,亚马逊 智能空调 Standard,1个/盒
18,95,8680.28,13,0.05,格力 智能音箱 Advanced,3个/套
19,21,2478.74,17,0.2,华为 智能加湿器 Plus,2个/包
19,76,7645.2,7,0.1,松下 智能窗帘 Advanced,3个/套
19,78,5093.8,12,0.2,三星 智能音箱 Elite,5个/套
20,14,8658.38,3,0.2,格力 智能净水器 Mini,1套/箱
20,27,7821.51,10,0.0,小米 智能加湿器 Plus,3个/套
20,42,8083.26,2,0.2,谷歌 智能净水器 Ultra,1套/箱
20,55,6725.5,10,0.15,飞利浦 智能手环 Max,2个/包
21,41,9138.64,4,0.1,索尼 智能空气净化器 Ultra,5个/套
21,86,8005.05,20,0.0,博世 智能摄像头 Standard,2个/包
22,13,3780.18,11,0.0,三星 智能电饭煲 Max,1个/盒
22,41,9588.79,10,0.05,索尼 智能空气净化器 Ultra,5个/套
22,99,1638.53,4,0.1,三星 智能音箱 Basic,1个/盒
22,100,8661.73,18,0.1,LG 智能插座 Max,3个/套
23,16,8213.07,10,0.0,小米 智能电饭煲 Ultra,3个/套
23,70,8034.09,8,0.15,博世 智能净水器 Max,1台/件
23,96,8612.23,2,0.05,博世 智能空调 Lite,3个/套
24,40,6236.97,5,0.0,小米 智能马桶 Lite,1个/件
24,56,270.44,9,0.05,华为 智能体重秤 Advanced,5个/套
24,65,6319.43,4,0.15,西门子 智能空调 Basic,1套/箱
24,96,9102.95,12,0.2,博世 智能空调 Lite,3个/套
25,18,5369.62,10,0.2,美的 智能门锁 Mini,5个/套
25,79,9554.55,14,0.2,格力 智能手环 Lite,1台/件
25,85,1631.52,9,0.05,博世 智能马桶 Basic,1个/件
25,95,8298.14,15,0.1,格力 智能音箱 Advanced,3个/套
25,97,9283.34,1,0.15,格力 智能净水器 Ultra,5个/套
26,10,1868.0,18,0.15,美的 智能窗帘 Max,5个/套
26,16,8556.1,17,0.15,小米 智能电饭煲 Ultra,3个/套
26,22,7296.67,17,0.0,美的 智能电视 Basic,1个/盒
27,79,9429.84,16,0.0,格力 智能手环 Lite,1台/件
28,34,7235.72,19,0.0,松下 智能开关 Advanced,1个/盒
28,46,1944.15,2,0.15,小米 智能开关 Max,1套/箱
28,85,1491.55,7,0.0,博世 智能马桶 Basic,1个/件
28,93,5631.98,14,0.1,索尼 智能加湿器 Pro,5个/套
29,5,4844.4,11,0.0,美的 智能电饭煲 Pro,3个/套
29,61,796.59,20,0.2,LG 智能洗衣机 Max,1台/箱
30,6,5407.22,12,0.15,海尔智慧家庭 智能空气净化器 Basic,1个/件
30,10,1812.31,18,0.1,美的 智能窗帘 Max,5个/套
30,57,4236.87,8,0.1,博世 智能净水器 Plus,3个/套
31,54,7073.69,16,0.15,博世 智能开关 Max,5个/套
31,74,2280.04,2,0.15,松下 智能窗帘 Lite,2个/包
31,81,1455.05,9,0.15,亚马逊 智能门锁 Max,1台/箱
31,88,4492.26,7,0.2,格力 智能体重秤 Ultra,1台/箱
32,3,8891.17,5,0.0,华为 智能电视 Basic,1台/件
32,24,6824.63,6,0.05,西门子 智能电视 Pro,1套/箱
32,35,3118.15,19,0.1,亚马逊 智能门铃 Max,1个/盒
32,73,262.26,7,0.0,飞利浦 智能扫地机器人 Ultra,2个/包
33,25,10112.01,9,0.1,三星 智能窗帘 Basic,1套/箱
33,53,3033.74,19,0.05,华为 智能电视 Lite,1个/盒
33,55,6910.25,7,0.15,飞利浦 智能手环 Max,2个/包
33,66,8857.66,19,0.05,松下 智能马桶 Elite,1个/件
34,23,8206.94,10,0.0,美的 智能净水器 Plus,1台/箱
34,47,2326.44,15,0.05,苹果 智能灯具 Basic,1个/盒
34,69,4160.61,9,0.0,谷歌 智能洗衣机 Elite,3个/套
34,90,2464.42,7,0.2,三星 智能窗帘 Standard,1个/件
34,99,1717.29,1,0.05,三星 智能音箱 Basic,1个/盒
35,18,5164.23,9,0.15,美的 智能门锁 Mini,5个/套
35,88,4514.92,17,0.0,格力 智能体重秤 Ultra,1台/箱
35,95,8163.05,6,0.1,格力 智能音箱 Advanced,3个/套
35,100,8655.68,3,0.15,LG 智能插座 Max,3个/套
36,15,5916.52,14,0.2,谷歌 智能音箱 Elite,1台/箱
37,26,8017.22,13,0.1,亚马逊 智能扫地机器人 Mini,2个/包
37,35,3247.02,19,0.05,亚马逊 智能门铃 Max,1个/盒
38,96,8460.44,8,0.0,博世 智能空调 Lite,3个/套
39,2,9876.7,6,0.15,美的 智能插座 Standard,5个/套
39,12,9593.82,14,0.05,格力 智能空气净化器 Standard,1个/件
39,40,6244.78,19,0.15,小米 智能马桶 Lite,1个/件
39,62,8653.77,20,0.0,华为 智能洗衣机 Ultra,2个/包
39,79,9794.42,11,0.1,格力 智能手环 Lite,1台/件
40,48,817.79,4,0.1,苹果 智能门锁 Pro,1台/箱
40,55,6988.81,9,0.1,飞利浦 智能手环 Max,2个/包
41,17,7981.15,9,0.05,苹果 智能门锁 Plus,1套/箱
41,65,6694.52,19,0.1,西门子 智能空调 Basic,1套/箱
41,100,8576.78,11,0.05,LG 智能插座 Max,3个/套
42,27,8619.87,7,0.1,小米 智能加湿器 Plus,3个/套
42,79,9552.68,14,0.1,格力 智能手环 Lite,1台/件
43,31,1333.58,4,0.1,三星 智能加湿器 Mini,1台/箱
43,36,9488.15,16,0.15,海尔智慧家庭 智能加湿器 Lite,2个/包
43,74,2297.24,11,0.05,松下 智能窗帘 Lite,2个/包
43,79,10121.38,9,0.05,格力 智能手环 Lite,1台/件
43,90,2505.49,8,0.15,三星 智能窗帘 Standard,1个/件
44,6,5700.51,16,0.1,海尔智慧家庭 智能空气净化器 Basic,1个/件
44,39,1677.76,19,0.2,西门子 智能音箱 Mini,3个/套
44,55,6758.07,17,0.1,飞利浦 智能手环 Max,2个/包
45,14,8074.21,15,0.0,格力 智能净水器 Mini,1套/箱
45,33,6376.46,1,0.0,飞利浦 智能加湿器 Ultra,5个/套
45,72,6382.51,16,0.0,西门子 智能洗衣机 Pro,5个/套
45,84,4006.09,11,0.05,苹果 智能扫地机器人 Pro,1个/盒
46,25,9472.0,16,0.15,三星 智能窗帘 Basic,1套/箱
46,40,6396.25,20,0.15,小米 智能马桶 Lite,1个/件
46,42,7461.18,19,0.05,谷歌 智能净水器 Ultra,1套/箱
46,82,7210.58,9,0.05,LG 智能开关 Lite,1套/箱
46,86,8670.12,4,0.2,博世 智能摄像头 Standard,2个/包
47,38,4477.17,20,0.2,西门子 智能冰箱 Standard,2个/包
47,93,5744.15,3,0.05,索尼 智能加湿器 Pro,5个/套
48,11,4544.36,8,0.05,小米 智能门锁 Mini,1个/盒
48,47,2381.02,8,0.1,苹果 智能灯具 Basic,1个/盒
49,23,8342.38,17,0.05,美的 智能净水器 Plus,1台/箱
49,29,6128.67,5,0.15,博世 智能空气净化器 Lite,5个/套
49,37,10377.53,2,0.05,飞利浦 智能马桶 Max,2个/包
49,71,6083.72,11,0.0,索尼 智能冰箱 Elite,3个/套
50,8,8985.39,4,0.1,松下 智能开关 Lite,5个/套
50,25,9211.41,4,0.05,三星 智能窗帘 Basic,1套/箱
51,25,9501.77,13,0.0,三星 智能窗帘 Basic,1套/箱
51,38,4415.97,13,0.15,西门子 智能冰箱 Standard,2个/包
51,64,6030.01,18,0.2,亚马逊 智能马桶 Standard,3个/套
51,75,9165.81,3,0.15,亚马逊 智能空调 Standard,1个/盒
52,3,8947.26,12,0.15,华为 智能电视 Basic,1台/件
53,89,8871.68,1,0.15,博世 智能空调 Lite,1个/盒
54,28,235.79,1,0.2,飞利浦 智能扫地机器人 Plus,1套/箱
54,51,892.03,2,0.0,苹果 智能开关 Basic,1个/盒
54,84,4227.81,11,0.15,苹果 智能扫地机器人 Pro,1个/盒
54,88,4714.28,3,0.2,格力 智能体重秤 Ultra,1台/箱
55,46,1955.86,19,0.1,小米 智能开关 Max,1套/箱
55,48,821.51,6,0.0,苹果 智能门锁 Pro,1台/箱
55,55,6744.75,8,0.0,飞利浦 智能手环 Max,2个/包
55,56,268.99,12,0.15,华为 智能体重秤 Advanced,5个/套
56,21,2513.97,2,0.05,华为 智能加湿器 Plus,2个/包
56,23,8579.17,4,0.05,美的 智能净水器 Plus,1台/箱
56,60,2340.41,1,0.05,华为 智能窗帘 Basic,1套/箱
56,82,7183.05,11,0.0,LG 智能开关 Lite,1套/箱
56,86,7938.56,17,0.0,博世 智能摄像头 Standard,2个/包
57,94,9275.45,7,0.0,格力 智能体重秤 Standard,2个/包
58,71,6354.87,13,0.0,索尼 智能冰箱 Elite,3个/套
59,10,1794.4,8,0.05,美的 智能窗帘 Max,5个/套
59,24,6879.55,12,0.05,西门子 智能电视 Pro,1套/箱
59,39,1745.19,5,0.0,西门子 智能音箱 Mini,3个/套
59,68,3761.09,6,0.1,博世 智能插座 Basic,1套/箱
60,23,8263.34,18,0.2,美的 智能净水器 Plus,1台/箱
60,44,7521.62,18,0.15,小米 智能空调 Elite,3个/套
61,13,3543.9,14,0.0,三星 智能电饭煲 Max,1个/盒
62,17,8104.82,17,0.1,苹果 智能门锁 Plus,1套/箱
62,79,10021.39,2,0.0,格力 智能手环 Lite,1台/件
62,98,2775.2,15,0.2,格力 智能电视 Pro,2个/包
63,1,7320.16,20,0.0,亚马逊 智能电饭煲 Advanced,2个/包
64,22,7793.04,7,0.1,美的 智能电视 Basic,1个/盒
65,5,5092.88,3,0.05,美的 智能电饭煲 Pro,3个/套
66,7,1078.12,13,0.2,博世 智能扫地机器人 Max,1台/箱
66,12,9591.09,1,0.15,格力 智能空气净化器 Standard,1个/件
66,13,3496.71,5,0.15,三星 智能电饭煲 Max,1个/盒
66,78,5103.06,9,0.15,三星 智能音箱 Elite,5个/套
67,2,10198.67,19,0.05,美的 智能插座 Standard,5个/套
67,37,9732.65,5,0.0,飞利浦 智能马桶 Max,2个/包
67,62,8188.14,18,0.2,华为 智能洗衣机 Ultra,2个/包
67,70,7656.63,11,0.05,博世 智能净水器 Max,1台/件
68,8,9088.49,8,0.05,松下 智能开关 Lite,5个/套
68,52,5855.53,13,0.2,小米 智能插座 Max,5个/套
68,79,9319.18,7,0.1,格力 智能手环 Lite,1台/件
68,99,1759.47,10,0.05,三星 智能音箱 Basic,1个/盒
68,101,1636.38,10,0.2,三星 智能摄像头 Mini,1个/件
69,38,4519.83,8,0.0,西门子 智能冰箱 Standard,2个/包
69,60,2238.66,10,0.15,华为 智能窗帘 Basic,1套/箱
69,62,8309.31,3,0.0,华为 智能洗衣机 Ultra,2个/包
69,66,8901.7,4,0.2,松下 智能马桶 Elite,1个/件
69,71,6475.63,5,0.15,索尼 智能冰箱 Elite,3个/套
70,82,6771.08,4,0.2,LG 智能开关 Lite,1套/箱
70,97,9352.69,18,0.0,格力 智能净水器 Ultra,5个/套
71,22,7798.35,6,0.2,美的 智能电视 Basic,1个/盒
71,45,7251.91,17,0.0,博世 智能马桶 Max,1套/箱
71,64,5959.97,15,0.15,亚马逊 智能马桶 Standard,3个/套
72,74,2355.24,1,0.1,松下 智能窗帘 Lite,2个/包
72,90,2563.89,8,0.2,三星 智能窗帘 Standard,1个/件
72,96,8791.34,3,0.2,博世 智能空调 Lite,3个/套
73,4,9813.92,8,0.05,西门子 智能电视 Pro,1台/箱
73,55,7094.49,4,0.05,飞利浦 智能手环 Max,2个/包
74,47,2295.15,7,0.0,苹果 智能灯具 Basic,1个/盒
74,74,2327.36,3,0.0,松下 智能窗帘 Lite,2个/包
74,87,3361.88,17,0.1,美的 智能马桶 Mini,1套/箱
74,97,8903.14,18,0.1,格力 智能净水器 Ultra,5个/套
75,61,728.27,2,0.1,LG 智能洗衣机 Max,1台/箱
75,88,4719.32,20,0.0,格力 智能体重秤 Ultra,1台/箱
75,92,8872.95,4,0.1,西门子 智能摄像头 Plus,1台/件
75,100,8626.95,14,0.05,LG 智能插座 Max,3个/套
76,13,3761.68,10,0.1,三星 智能电饭煲 Max,1个/盒
76,18,5290.49,6,0.1,美的 智能门锁 Mini,5个/套
76,22,8000.58,12,0.1,美的 智能电视 Basic,1个/盒
76,56,260.8,13,0.15,华为 智能体重秤 Advanced,5个/套
76,94,8940.03,10,0.15,格力 智能体重秤 Standard,2个/包
77,94,9075.88,6,0.2,格力 智能体重秤 Standard,2个/包
78,1,7526.45,17,0.0,亚马逊 智能电饭煲 Advanced,2个/包
78,63,9058.46,16,0.1,LG 智能净水器 Basic,2个/包
78,95,8751.55,5,0.1,格力 智能音箱 Advanced,3个/套
79,79,10159.61,10,0.2,格力 智能手环 Lite,1台/件
79,85,1554.64,18,0.1,博世 智能马桶 Basic,1个/件
80,10,1776.39,7,0.1,美的 智能窗帘 Max,5个/套
80,64,6081.21,4,0.0,亚马逊 智能马桶 Standard,3个/套
80,71,6419.01,2,0.15,索尼 智能冰箱 Elite,3个/套
81,18,5454.49,1,0.0,美的 智能门锁 Mini,5个/套
81,45,7104.11,15,0.1,博世 智能马桶 Max,1套/箱
81,99,1637.57,1,0.2,三星 智能音箱 Basic,1个/盒
81,101,1604.71,18,0.15,三星 智能摄像头 Mini,1个/件
82,2,9571.52,11,0.15,美的 智能插座 Standard,5个/套
82,11,4467.03,5,0.1,小米 智能门锁 Mini,1个/盒
82,52,5937.4,12,0.2,小米 智能插座 Max,5个/套
82,61,733.83,14,0.0,LG 智能洗衣机 Max,1台/箱
82,87,3289.97,5,0.05,美的 智能马桶 Mini,1套/箱
83,3,8447.27,10,0.1,华为 智能电视 Basic,1台/件
83,22,7427.73,17,0.15,美的 智能电视 Basic,1个/盒
83,39,1643.32,4,0.15,西门子 智能音箱 Mini,3个/套
84,87,3486.54,16,0.05,美的 智能马桶 Mini,1套/箱
85,12,9205.09,18,0.2,格力 智能空气净化器 Standard,1个/件
85,13,3799.79,7,0.05,三星 智能电饭煲 Max,1个/盒
85,31,1334.01,1,0.15,三星 智能加湿器 Mini,1台/箱
85,96,8920.34,10,0.2,博世 智能空调 Lite,3个/套
86,34,7265.32,8,0.05,松下 智能开关 Advanced,1个/盒
86,60,2228.1,5,0.05,华为 智能窗帘 Basic,1套/箱
86,74,2174.76,9,0.15,松下 智能窗帘 Lite,2个/包
86,75,8938.95,19,0.15,亚马逊 智能空调 Standard,1个/盒
86,97,9507.28,11,0.2,格力 智能净水器 Ultra,5个/套
87,1,7394.76,2,0.2,亚马逊 智能电饭煲 Advanced,2个/包
88,66,9411.67,14,0.1,松下 智能马桶 Elite,1个/件
89,63,9319.05,11,0.1,LG 智能净水器 Basic,2个/包
90,43,4292.21,18,0.15,华为 智能电视 Max,3个/套
90,73,271.87,17,0.0,飞利浦 智能扫地机器人 Ultra,2个/包
91,86,8374.64,9,0.1,博世 智能摄像头 Standard,2个/包
91,89,9373.69,6,0.1,博世 智能空调 Lite,1个/盒
91,93,5772.71,3,0.1,索尼 智能加湿器 Pro,5个/套
91,96,8796.41,12,0.2,博世 智能空调 Lite,3个/套
91,98,2780.55,1,0.05,格力 智能电视 Pro,2个/包
92,14,8558.92,7,0.2,格力 智能净水器 Mini,1套/箱
92,17,8558.09,3,0.05,苹果 智能门锁 Plus,1套/箱
92,97,9483.51,8,0.15,格力 智能净水器 Ultra,5个/套
93,28,224.13,4,0.0,飞利浦 智能扫地机器人 Plus,1套/箱
93,43,4309.63,5,0.2,华为 智能电视 Max,3个/套
93,44,7844.72,4,0.05,小米 智能空调 Elite,3个/套
93,60,2207.59,6,0.15,华为 智能窗帘 Basic,1套/箱
94,6,5255.74,19,0.05,海尔智慧家庭 智能空气净化器 Basic,1个/件
94,15,6317.65,11,0.05,谷歌 智能音箱 Elite,1台/箱
94,77,6815.18,2,0.15,美的 智能洗衣机 Advanced,3个/套
95,16,8900.71,7,0.05,小米 智能电饭煲 Ultra,3个/套
95,31,1322.62,10,0.1,三星 智能加湿器 Mini,1台/箱
95,67,1487.12,2,0.0,松下 智能电饭煲 Pro,3个/套
96,60,2151.84,3,0.2,华为 智能窗帘 Basic,1套/箱
97,4,10306.17,4,0.2,西门子 智能电视 Pro,1台/箱
97,51,829.99,7,0.15,苹果 智能开关 Basic,1个/盒
97,61,755.32,19,0.15,LG 智能洗衣机 Max,1台/箱
97,72,6277.07,11,0.1,西门子 智能洗衣机 Pro,5个/套
97,76,7086.51,3,0.0,松下 智能窗帘 Advanced,3个/套
98,7,1056.26,19,0.15,博世 智能扫地机器人 Max,1台/箱
98,78,5230.89,20,0.0,三星 智能音箱 Elite,5个/套
99,86,8567.21,11,0.2,博世 智能摄像头 Standard,2个/包
99,95,8666.51,10,0.2,格力 智能音箱 Advanced,3个/套
100,50,9494.08,2,0.1,苹果 智能空气净化器 Basic,3个/套
101,8,9171.86,9,0.1,松下 智能开关 Lite,5个/套
101,10,1794.45,14,0.1,美的 智能窗帘 Max,5个/套
101,29,6156.3,15,0.05,博世 智能空气净化器 Lite,5个/套
101,79,9495.66,10,0.15,格力 智能手环 Lite,1台/件
102,99,1719.23,10,0.2,三星 智能音箱 Basic,1个/盒
103,10,1874.2,18,0.05,美的 智能窗帘 Max,5个/套
103,19,7726.73,2,0.15,海尔智慧家庭 智能开关 Plus,1台/件
103,33,5944.11,8,0.1,飞利浦 智能加湿器 Ultra,5个/套
103,40,6353.34,11,0.1,小米 智能马桶 Lite,1个/件
103,94,8935.96,17,0.1,格力 智能体重秤 Standard,2个/包
104,27,8513.06,6,0.2,小米 智能加湿器 Plus,3个/套
104,84,4103.73,10,0.15,苹果 智能扫地机器人 Pro,1个/盒
104,93,5464.7,7,0.05,索尼 智能加湿器 Pro,5个/套
105,8,8857.91,8,0.1,松下 智能开关 Lite,5个/套
105,12,9264.47,5,0.1,格力 智能空气净化器 Standard,1个/件
105,45,7504.46,9,0.1,博世 智能马桶 Max,1套/箱
105,66,9423.37,12,0.2,松下 智能马桶 Elite,1个/件
105,67,1456.89,13,0.05,松下 智能电饭煲 Pro,3个/套
106,2,10249.71,2,0.0,美的 智能插座 Standard,5个/套
107,10,1865.41,3,0.1,美的 智能窗帘 Max,5个/套
107,13,3493.98,18,0.05,三星 智能电饭煲 Max,1个/盒
107,36,9358.88,1,0.05,海尔智慧家庭 智能加湿器 Lite,2个/包
107,47,2420.68,13,0.2,苹果 智能灯具 Basic,1个/盒
107,69,3958.03,5,0.05,谷歌 智能洗衣机 Elite,3个/套
108,76,7674.83,6,0.2,松下 智能窗帘 Advanced,3个/套
109,51,838.31,12,0.0,苹果 智能开关 Basic,1个/盒
109,76,7090.01,18,0.0,松下 智能窗帘 Advanced,3个/套
109,96,8458.55,5,0.05,博世 智能空调 Lite,3个/套
110,74,2239.87,9,0.0,松下 智能窗帘 Lite,2个/包
111,21,2389.71,19,0.0,华为 智能加湿器 Plus,2个/包
111,26,7873.85,11,0.0,亚马逊 智能扫地机器人 Mini,2个/包
111,43,4144.21,10,0.1,华为 智能电视 Max,3个/套
111,47,2429.92,11,0.1,苹果 智能灯具 Basic,1个/盒
111,86,8556.27,5,0.0,博世 智能摄像头 Standard,2个/包
112,32,1742.74,11,0.15,亚马逊 智能马桶 Elite,1个/盒
112,66,8953.33,16,0.05,松下 智能马桶 Elite,1个/件
112,69,4064.36,15,0.0,谷歌 智能洗衣机 Elite,3个/套
112,79,9919.99,6,0.15,格力 智能手环 Lite,1台/件
112,97,9546.54,10,0.0,格力 智能净水器 Ultra,5个/套
113,12,8930.37,8,0.2,格力 智能空气净化器 Standard,1个/件
113,31,1304.64,9,0.2,三星 智能加湿器 Mini,1台/箱
114,7,1152.1,14,0.1,博世 智能扫地机器人 Max,1台/箱
114,13,3702.0,7,0.1,三星 智能电饭煲 Max,1个/盒
114,48,794.87,6,0.1,苹果 智能门锁 Pro,1台/箱
115,65,6511.98,13,0.15,西门子 智能空调 Basic,1套/箱
116,14,8367.31,13,0.05,格力 智能净水器 Mini,1套/箱
116,21,2532.9,17,0.15,华为 智能加湿器 Plus,2个/包
116,28,230.87,13,0.15,飞利浦 智能扫地机器人 Plus,1套/箱
116,85,1628.95,15,0.05,博世 智能马桶 Basic,1个/件
117,14,8357.26,16,0.05,格力 智能净水器 Mini,1套/箱
117,27,8457.75,13,0.1,小米 智能加湿器 Plus,3个/套
117,60,2342.96,20,0.2,华为 智能窗帘 Basic,1套/箱
117,69,4132.18,1,0.2,谷歌 智能洗衣机 Elite,3个/套
117,93,5497.04,3,0.15,索尼 智能加湿器 Pro,5个/套
118,11,4397.82,5,0.0,小米 智能门锁 Mini,1个/盒
118,17,8223.31,20,0.15,苹果 智能门锁 Plus,1套/箱
118,75,9504.72,19,0.1,亚马逊 智能空调 Standard,1个/盒
118,79,9357.51,1,0.1,格力 智能手环 Lite,1台/件
118,97,8821.73,14,0.0,格力 智能净水器 Ultra,5个/套
119,18,5274.91,14,0.1,美的 智能门锁 Mini,5个/套
119,53,3054.92,5,0.0,华为 智能电视 Lite,1个/盒
119,70,7607.39,18,0.0,博世 智能净水器 Max,1台/件
119,73,262.69,13,0.0,飞利浦 智能扫地机器人 Ultra,2个/包
119,101,1689.67,5,0.1,三星 智能摄像头 Mini,1个/件
120,21,2570.73,16,0.1,华为 智能加湿器 Plus,2个/包
120,70,7784.51,2,0.2,博世 智能净水器 Max,1台/件
120,98,2549.29,14,0.1,格力 智能电视 Pro,2个/包
121,37,10233.85,17,0.1,飞利浦 智能马桶 Max,2个/包
121,50,9888.2,18,0.1,苹果 智能空气净化器 Basic,3个/套
121,99,1685.45,3,0.0,三星 智能音箱 Basic,1个/盒
122,14,8070.09,11,0.2,格力 智能净水器 Mini,1套/箱
122,26,7641.64,6,0.1,亚马逊 智能扫地机器人 Mini,2个/包
122,95,8561.45,16,0.15,格力 智能音箱 Advanced,3个/套
123,31,1408.07,4,0.2,三星 智能加湿器 Mini,1台/箱
123,39,1713.49,14,0.05,西门子 智能音箱 Mini,3个/套
123,60,2363.85,15,0.05,华为 智能窗帘 Basic,1套/箱
123,89,9403.12,6,0.0,博世 智能空调 Lite,1个/盒
123,97,8881.91,4,0.15,格力 智能净水器 Ultra,5个/套
124,31,1385.21,7,0.2,三星 智能加湿器 Mini,1台/箱
124,69,4038.95,7,0.15,谷歌 智能洗衣机 Elite,3个/套
125,56,252.44,2,0.2,华为 智能体重秤 Advanced,5个/套
125,96,9050.12,14,0.15,博世 智能空调 Lite,3个/套
125,98,2548.13,1,0.1,格力 智能电视 Pro,2个/包
126,11,4603.72,19,0.1,小米 智能门锁 Mini,1个/盒
126,33,5871.94,20,0.0,飞利浦 智能加湿器 Ultra,5个/套
127,14,8188.66,16,0.05,格力 智能净水器 Mini,1套/箱
127,73,252.81,4,0.2,飞利浦 智能扫地机器人 Ultra,2个/包
128,7,1072.51,18,0.1,博世 智能扫地机器人 Max,1台/箱
128,10,1815.64,2,0.1,美的 智能窗帘 Max,5个/套
129,18,5178.27,13,0.0,美的 智能门锁 Mini,5个/套
129,23,8673.79,4,0.2,美的 智能净水器 Plus,1台/箱
129,32,1824.53,17,0.0,亚马逊 智能马桶 Elite,1个/盒
129,34,7515.77,6,0.2,松下 智能开关 Advanced,1个/盒
130,71,6293.02,10,0.0,索尼 智能冰箱 Elite,3个/套
131,18,5103.41,15,0.1,美的 智能门锁 Mini,5个/套
131,21,2430.61,16,0.15,华为 智能加湿器 Plus,2个/包
131,101,1637.09,14,0.1,三星 智能摄像头 Mini,1个/件
132,14,8047.16,19,0.2,格力 智能净水器 Mini,1套/箱
132,32,1830.14,4,0.15,亚马逊 智能马桶 Elite,1个/盒
132,50,10047.11,13,0.1,苹果 智能空气净化器 Basic,3个/套
132,62,8272.12,2,0.0,华为 智能洗衣机 Ultra,2个/包
132,99,1609.81,15,0.1,三星 智能音箱 Basic,1个/盒
133,12,9595.29,13,0.2,格力 智能空气净化器 Standard,1个/件
134,54,7521.42,4,0.05,博世 智能开关 Max,5个/套
135,4,9532.91,4,0.15,西门子 智能电视 Pro,1台/箱
135,39,1621.01,3,0.2,西门子 智能音箱 Mini,3个/套
135,44,7368.87,5,0.2,小米 智能空调 Elite,3个/套
135,55,6670.08,10,0.2,飞利浦 智能手环 Max,2个/包
135,89,9611.79,12,0.15,博世 智能空调 Lite,1个/盒
136,36,9296.62,10,0.2,海尔智慧家庭 智能加湿器 Lite,2个/包
